brand,model,transmission,age,fuel,engine,km,owner,price,location,mileage,power,seats,type
honda,amaze,manual,11.0,petrol,1199.0,32576.0,1.0,315000.0,kolkata,19.5,88.76,5.0,
ford,figo,automatic,9.0,petrol,1499.0,28843.0,1.0,549000.0,mumbai,17.01,110.5,5.0,
renault,duster,automatic,8.0,diesel,1461.0,26000.0,2.0,1000000.0,bangalore,19.6,108.45,5.0,
honda,city,automatic,11.0,petrol,1497.0,39000.0,1.0,455000.0,kolkata,15.6,116.3,5.0,
maruti,alto,manual,14.0,petrol,796.0,66000.0,1.0,150000.0,mumbai,19.7,46.3,5.0,
hyundai,i10,manual,13.0,petrol,1197.0,38002.0,1.0,215000.0,kolkata,20.36,78.9,5.0,
chevrolet,spark,manual,14.0,petrol,995.0,49000.0,2.0,140000.0,chennai,18.0,62.0,5.0,
skoda,rapid,manual,10.0,diesel,1498.0,52000.0,1.0,620000.0,bangalore,21.14,103.6,5.0,
audi,a6,automatic,11.0,diesel,1968.0,56500.0,1.0,1980000.0,mumbai,17.68,174.33,5.0,
honda,jazz,manual,9.0,petrol,1199.0,20568.0,1.0,560000.0,mumbai,18.7,88.7,5.0,
hyundai,creta,manual,9.0,petrol,1591.0,26000.0,1.0,950000.0,mumbai,15.29,121.3,5.0,
chevrolet,beat,manual,12.0,petrol,1199.0,56000.0,1.0,221000.0,delhi,18.6,79.4,5.0,
datsun,redi-go,manual,7.0,petrol,799.0,27509.0,1.0,331000.0,coimbatore,22.7,53.64,5.0,
hyundai,xcent,manual,8.0,petrol,1197.0,36216.0,1.0,544000.0,kochi,19.1,81.86,5.0,
mercedes-benz,e-class,automatic,15.0,petrol,2496.0,28888.0,1.0,756000.0,kolkata,10.0,157.7,5.0,
maruti,swift,manual,13.0,diesel,1248.0,120000.0,2.0,320000.0,jaipur,22.9,74.0,5.0,
maruti,celerio,manual,6.0,petrol,998.0,31396.0,1.0,553000.0,kochi,23.1,67.04,5.0,
skoda,octavia,automatic,9.0,diesel,1968.0,79000.0,1.0,1700000.0,hyderabad,19.3,141.0,5.0,
honda,city,automatic,14.0,petrol,1497.0,62000.0,1.0,355000.0,delhi,16.8,118.0,5.0,
honda,accord,automatic,18.0,petrol,2997.0,120000.0,2.0,265000.0,chennai,9.0,218.0,5.0,
skoda,superb,automatic,8.0,petrol,1798.0,53000.0,1.0,1785000.0000000002,mumbai,14.67,177.46,5.0,
toyota,innova,manual,14.0,diesel,2494.0,124313.0,1.0,796000.0,coimbatore,12.99,100.6,8.0,
maruti,celerio,automatic,9.0,petrol,998.0,26725.0,1.0,425000.0,pune,23.1,67.04,5.0,
maruti,ertiga,manual,10.0,diesel,1248.0,45617.0,1.0,585000.0,kolkata,20.77,88.76,7.0,
mercedes-benz,a,automatic,11.0,diesel,2143.0,37000.0,1.0,1300000.0,mumbai,20.0,107.3,5.0,
mahindra,xylo,manual,14.0,diesel,2498.0,109147.0,1.0,265000.0,kochi,14.0,112.0,8.0,
honda,amaze,manual,10.0,diesel,1498.0,59000.0,1.0,475000.0,ahmedabad,25.8,98.6,5.0,
renault,kwid,manual,9.0,petrol,799.0,28000.0,1.0,265000.0,pune,25.17,53.3,5.0,
renault,kwid,manual,7.0,petrol,799.0,4700.0,1.0,300000.0,pune,25.17,53.3,5.0,
audi,q7,automatic,10.0,diesel,2967.0,72469.0,1.0,3252000.0000000005,coimbatore,12.07,241.4,7.0,
hyundai,verna,automatic,10.0,diesel,1582.0,57539.0,1.0,775000.0,pune,22.32,126.32,5.0,
toyota,innova,automatic,8.0,diesel,2755.0,42000.0,1.0,1960000.0000000002,delhi,11.36,171.5,7.0,
hyundai,i20,manual,14.0,petrol,1197.0,62489.0,1.0,260000.0,delhi,17.0,80.0,5.0,
volkswagen,polo,manual,11.0,petrol,1198.0,51167.0,1.0,376000.0,mumbai,16.47,73.9,5.0,
volkswagen,vento,manual,12.0,diesel,1598.0,130000.0,1.0,475000.0,chennai,20.54,103.6,5.0,
honda,city,manual,17.0,petrol,1497.0,63000.0,2.0,175000.0,mumbai,17.7,78.0,5.0,
hyundai,verna,manual,13.0,petrol,1599.0,60000.0,1.0,395000.0,bangalore,16.2,103.2,5.0,
hyundai,accent,manual,19.0,petrol,1495.0,123200.0,2.0,100000.0,pune,13.2,94.0,5.0,
skoda,laura,automatic,13.0,diesel,1968.0,115692.0,1.0,450000.0,jaipur,20.0,138.1,5.0,
mercedes-benz,e-class,automatic,13.0,petrol,2497.0,87073.0,1.0,1723000.0,coimbatore,10.93,204.0,5.0,
hyundai,i20,manual,9.0,petrol,1197.0,40901.0,1.0,576000.0,kochi,18.6,81.83,5.0,
hyundai,i10,manual,11.0,petrol,1197.0,36264.0,1.0,432000.0,coimbatore,20.36,78.9,5.0,
hyundai,i10,manual,15.0,petrol,1086.0,60000.0,2.0,190000.0,delhi,19.81,68.05,5.0,
volkswagen,ameo,manual,6.0,petrol,1198.0,20000.0,1.0,550000.0,pune,17.0,74.0,5.0,
toyota,camry,automatic,10.0,petrol,2494.0,68400.0,1.0,1350000.0,mumbai,12.98,178.4,5.0,
mahindra,xuv500,manual,11.0,diesel,2179.0,71231.0,2.0,975000.0,bangalore,16.0,140.0,7.0,
skoda,superb,automatic,13.0,diesel,1968.0,75000.0,1.0,944000.0,hyderabad,17.2,138.1,5.0,
maruti,wagon,automatic,6.0,petrol,998.0,1997.0,1.0,445000.0,mumbai,22.5,67.0,5.0,
maruti,vitara,manual,8.0,diesel,1248.0,47300.0,1.0,885000.0,pune,24.3,88.5,5.0,
hyundai,santro,manual,12.0,petrol,1086.0,61449.0,1.0,215000.0,delhi,0.0,62.0,5.0,
volkswagen,vento,manual,11.0,diesel,1598.0,47910.0,1.0,488999.99999999994,kochi,20.54,103.6,5.0,
volkswagen,polo,manual,9.0,diesel,1498.0,62000.0,1.0,625000.0,hyderabad,20.14,88.8,5.0,
maruti,swift,manual,12.0,diesel,1248.0,65060.0,1.0,480000.0,chennai,22.9,74.0,5.0,
hyundai,i10,manual,16.0,petrol,1086.0,82203.0,1.0,180000.0,jaipur,19.81,68.05,5.0,
mahindra,xuv500,manual,11.0,diesel,2179.0,44000.0,1.0,725000.0,kolkata,16.0,140.0,7.0,
maruti,ertiga,manual,10.0,diesel,1248.0,53817.0,1.0,756000.0,coimbatore,25.47,88.5,7.0,
mahindra,xuv500,manual,11.0,diesel,2179.0,61591.0,1.0,682000.0,kochi,16.0,140.0,7.0,
tata,manza,manual,13.0,diesel,1248.0,86500.0,2.0,180000.0,jaipur,21.12,88.8,5.0,
mercedes-benz,e-class,automatic,15.0,diesel,2987.0,100000.0,1.0,1150000.0,pune,11.0,198.5,5.0,
maruti,sx4,manual,14.0,petrol,1586.0,87000.0,1.0,280000.0,chennai,15.6,104.68,5.0,
maruti,wagon,automatic,8.0,petrol,998.0,35000.0,1.0,550000.0,hyderabad,20.51,67.0,5.0,
datsun,go,manual,8.0,petrol,1198.0,6000.0,1.0,270000.0,kolkata,20.63,67.06,5.0,
ford,figo,manual,10.0,diesel,1399.0,59327.0,1.0,325000.0,jaipur,20.0,68.0,5.0,
skoda,superb,automatic,10.0,diesel,1968.0,81001.0,1.0,1090000.0,coimbatore,17.2,138.1,5.0,
hyundai,i20,manual,10.0,petrol,1197.0,44612.0,1.0,407000.0,kochi,18.5,80.0,5.0,
toyota,innova,automatic,8.0,diesel,2755.0,42388.0,1.0,1800000.0,ahmedabad,11.36,171.5,7.0,
honda,brio,manual,12.0,petrol,1198.0,54000.0,1.0,295000.0,mumbai,19.4,86.8,5.0,
skoda,superb,automatic,13.0,diesel,1968.0,83010.0,1.0,750000.0,mumbai,17.2,138.1,5.0,
mercedes-benz,e-class,automatic,8.0,diesel,2143.0,65405.0,1.0,3272999.9999999995,coimbatore,13.0,204.0,5.0,
toyota,fortuner,automatic,9.0,diesel,2982.0,36000.0,2.0,2150000.0,delhi,12.55,168.7,7.0,
maruti,sx4,manual,16.0,petrol,1586.0,85000.0,1.0,250000.0,pune,16.51,103.2,5.0,
honda,jazz,manual,8.0,diesel,1498.0,35000.0,1.0,550000.0,ahmedabad,27.3,98.6,5.0,
toyota,corolla,automatic,12.0,petrol,1794.0,54000.0,1.0,750000.0,mumbai,14.53,138.1,5.0,
honda,city,manual,17.0,petrol,1497.0,70000.0,1.0,155000.0,mumbai,16.9,100.0,5.0,
bmw,x1,automatic,7.0,diesel,1995.0,27001.0,1.0,2900000.0,kolkata,20.68,190.0,5.0,
maruti,swift,manual,5.0,diesel,1248.0,41075.0,1.0,840000.0,coimbatore,28.4,74.0,5.0,
mahindra,kuv,manual,8.0,diesel,1198.0,26000.0,1.0,650000.0,hyderabad,25.32,77.0,6.0,
honda,jazz,manual,14.0,petrol,1198.0,55000.0,1.0,235000.0,mumbai,16.0,90.0,5.0,
maruti,swift,manual,8.0,petrol,1197.0,19000.0,1.0,555000.0,mumbai,20.4,81.8,5.0,
hyundai,grand,automatic,8.0,petrol,1197.0,15000.0,1.0,535000.0,mumbai,18.9,82.0,5.0,
honda,amaze,manual,8.0,petrol,1198.0,37000.0,1.0,525000.0,chennai,17.8,86.7,5.0,
hyundai,grand,manual,7.0,petrol,1197.0,38712.0,1.0,587000.0,coimbatore,18.9,81.86,5.0,
volkswagen,vento,manual,10.0,diesel,1598.0,52400.0,1.0,536000.0,kochi,20.54,103.6,5.0,
maruti,ciaz,manual,8.0,diesel,1248.0,23988.0,1.0,775000.0,bangalore,28.09,88.5,5.0,
volkswagen,vento,automatic,10.0,petrol,1598.0,32283.0,2.0,541000.0,kochi,14.4,103.6,5.0,
hyundai,i20,manual,14.0,petrol,1197.0,52000.0,1.0,365000.0,bangalore,18.5,80.0,5.0,
honda,brio,automatic,8.0,petrol,1198.0,32000.0,1.0,525000.0,pune,16.5,86.8,5.0,
honda,city,manual,10.0,petrol,1497.0,39000.0,1.0,625000.0,kolkata,17.4,117.3,5.0,
tata,nano,manual,7.0,petrol,624.0,14149.0,1.0,347000.0,coimbatore,23.9,37.48,4.0,
mercedes-benz,s,automatic,18.0,petrol,3498.0,103000.0,1.0,885000.0,mumbai,10.13,364.9,5.0,
maruti,wagon,manual,20.0,petrol,1061.0,82000.0,1.0,85000.0,pune,14.0,64.0,5.0,
skoda,superb,automatic,9.0,petrol,1798.0,34000.0,1.0,1365000.0,mumbai,13.7,157.75,5.0,
audi,q7,automatic,8.0,diesel,2967.0,45180.0,1.0,5022000.0,coimbatore,12.07,241.4,7.0,
maruti,swift,manual,6.0,petrol,1197.0,2000.0,1.0,775000.0,ahmedabad,22.0,81.8,5.0,
toyota,innova,manual,13.0,diesel,2494.0,82321.0,1.0,1005000.0000000001,coimbatore,12.8,102.0,7.0,
bmw,3,automatic,13.0,petrol,1995.0,7000.0,1.0,975000.0,kolkata,12.05,154.0,5.0,
mercedes-benz,gla,automatic,9.0,diesel,2143.0,27000.0,1.0,2300000.0,delhi,17.9,136.0,5.0,
toyota,innova,manual,5.0,diesel,2393.0,31271.0,1.0,2142000.0,coimbatore,13.68,147.8,8.0,
maruti,esteem,manual,21.0,petrol,1298.0,55000.0,3.0,70000.0,jaipur,15.9,,5.0,
maruti,swift,manual,10.0,diesel,1248.0,24000.0,1.0,521000.0,delhi,25.2,74.0,5.0,
toyota,innova,manual,15.0,diesel,2494.0,147000.0,1.0,750000.0,hyderabad,12.99,100.6,7.0,
toyota,etios,manual,12.0,diesel,1364.0,72351.0,1.0,265000.0,delhi,23.59,,5.0,
chevrolet,beat,manual,14.0,petrol,1199.0,115000.0,1.0,175000.0,chennai,18.6,79.4,5.0,
ford,ikon,manual,14.0,diesel,1399.0,82000.0,2.0,100000.0,jaipur,13.8,68.0,5.0,
mercedes-benz,new,automatic,8.0,diesel,2143.0,20000.0,1.0,3300000.0,delhi,19.27,170.0,5.0,
toyota,etios,manual,13.0,petrol,1496.0,45560.0,1.0,220000.00000000003,kolkata,17.6,88.73,5.0,
toyota,innova,manual,7.0,diesel,2494.0,57539.0,1.0,1283000.0,kochi,12.8,102.0,7.0,
bmw,6,automatic,6.0,diesel,2993.0,20004.0,1.0,6894000.0,kochi,17.54,313.0,4.0,
skoda,rapid,manual,12.0,diesel,1498.0,54500.0,1.0,409999.99999999994,mumbai,21.13,108.4,5.0,
hyundai,eon,manual,8.0,petrol,814.0,27886.0,1.0,285000.0,jaipur,22.0,55.0,5.0,
honda,cr-v,automatic,17.0,petrol,2354.0,66000.0,1.0,370000.0,mumbai,11.1,158.8,5.0,
skoda,laura,automatic,11.0,diesel,1968.0,72202.0,1.0,906000.0,coimbatore,20.0,138.1,5.0,
skoda,laura,manual,13.0,petrol,1798.0,70000.0,2.0,475000.0,delhi,13.4,157.8,5.0,
honda,city,manual,9.0,diesel,1498.0,78233.0,1.0,660000.0,jaipur,26.0,98.6,5.0,
tata,new,manual,17.0,diesel,2179.0,120203.0,2.0,350000.0,chennai,13.93,138.0,7.0,
maruti,zen,manual,13.0,petrol,998.0,20575.0,1.0,200000.0,pune,19.0,67.1,5.0,
honda,amaze,manual,11.0,petrol,1198.0,39879.0,1.0,389000.0,mumbai,17.8,86.7,5.0,
renault,kwid,manual,7.0,petrol,999.0,31056.0,1.0,360000.0,jaipur,23.01,67.0,5.0,
maruti,ciaz,automatic,9.0,petrol,1373.0,50940.0,1.0,695000.0,mumbai,19.12,91.1,5.0,
hyundai,i20,manual,8.0,diesel,1396.0,99362.0,1.0,703000.0,coimbatore,22.54,88.73,5.0,
toyota,innova,manual,8.0,diesel,2393.0,54000.0,1.0,1650000.0,ahmedabad,13.68,147.8,7.0,
maruti,ciaz,manual,8.0,diesel,1248.0,54268.0,1.0,767000.0,coimbatore,28.09,88.5,5.0,
jaguar,xf,automatic,12.0,diesel,2993.0,94521.0,1.0,2319000.0,coimbatore,14.74,270.9,5.0,
hyundai,xcent,manual,7.0,petrol,1197.0,38932.0,1.0,621000.0,kochi,19.1,82.0,5.0,
porsche,cayenne,automatic,9.0,diesel,2967.0,60395.0,1.0,4582000.0,coimbatore,16.12,245.0,5.0,
hyundai,xcent,manual,8.0,diesel,1120.0,29000.0,1.0,595000.0,mumbai,24.4,71.0,5.0,
audi,a4,automatic,13.0,diesel,1968.0,58000.0,1.0,1100000.0,delhi,16.55,140.0,5.0,
maruti,ciaz,manual,8.0,petrol,1373.0,60913.0,1.0,719000.0,coimbatore,20.73,91.1,5.0,
toyota,innova,manual,13.0,diesel,2494.0,65000.0,1.0,640000.0,delhi,12.8,102.0,8.0,
mercedes-benz,new,manual,9.0,diesel,2148.0,26000.0,1.0,2600000.0,chennai,15.8,170.0,5.0,
hyundai,i10,manual,8.0,petrol,1197.0,19947.0,1.0,450000.0,hyderabad,20.36,78.9,5.0,
hyundai,i10,automatic,13.0,petrol,1197.0,70816.0,1.0,310000.0,chennai,16.95,78.9,5.0,
maruti,baleno,manual,9.0,diesel,1248.0,54000.0,1.0,595000.0,delhi,27.39,74.0,5.0,
maruti,zen,manual,16.0,petrol,1061.0,138000.0,1.0,120000.0,delhi,18.2,64.0,5.0,
bmw,7,automatic,10.0,diesel,2993.0,35000.0,1.0,5200000.0,chennai,16.46,258.0,5.0,
audi,q7,automatic,9.0,diesel,4134.0,50000.0,1.0,4800000.0,bangalore,11.33,335.2,7.0,
bmw,x5,automatic,13.0,diesel,2993.0,124652.0,1.0,2199000.0,hyderabad,11.7,245.0,5.0,
maruti,ritz,manual,11.0,petrol,1197.0,80264.0,1.0,430000.0,hyderabad,21.1,85.8,5.0,
nissan,sunny,manual,11.0,diesel,1461.0,125600.0,1.0,375000.0,pune,21.64,84.8,5.0,
toyota,corolla,manual,9.0,petrol,1798.0,49000.0,1.0,894999.9999999999,mumbai,14.28,138.03,5.0,
toyota,etios,manual,12.0,diesel,1364.0,111000.0,1.0,475000.0,pune,23.59,67.1,5.0,
toyota,corolla,manual,8.0,petrol,1798.0,33690.0,1.0,1460000.0,coimbatore,14.28,138.03,5.0,
audi,a6,automatic,12.0,diesel,1968.0,50000.0,1.0,1750000.0,mumbai,17.68,174.33,5.0,
maruti,ertiga,manual,12.0,diesel,1248.0,38092.0,1.0,520000.0,kolkata,20.77,88.8,7.0,
hyundai,grand,manual,7.0,petrol,1197.0,47774.0,1.0,604000.0,coimbatore,18.9,82.0,5.0,
tata,indigo,manual,15.0,diesel,1396.0,167000.0,2.0,270000.0,chennai,19.09,69.0,5.0,
maruti,swift,automatic,5.0,diesel,1248.0,65000.0,1.0,675000.0,chennai,26.59,74.0,5.0,
volkswagen,polo,manual,13.0,petrol,1598.0,46000.0,1.0,235000.0,kolkata,15.26,103.5,5.0,
tata,tiago,manual,7.0,petrol,1199.0,16500.0,1.0,500000.0,hyderabad,23.84,84.0,5.0,
honda,city,manual,8.0,petrol,1497.0,39000.0,1.0,695000.0,kolkata,17.8,117.3,5.0,
honda,amaze,manual,6.0,petrol,1199.0,6000.0,1.0,670000.0,jaipur,19.5,86.76,5.0,
audi,a4,automatic,9.0,diesel,1968.0,60000.0,1.0,2500000.0,hyderabad,17.11,174.33,5.0,
volkswagen,vento,automatic,13.0,petrol,1598.0,97320.0,1.0,375000.0,chennai,14.4,103.6,5.0,
volkswagen,vento,manual,13.0,diesel,1598.0,99807.0,1.0,375000.0,chennai,20.54,103.6,5.0,
honda,city,manual,11.0,petrol,1497.0,46000.0,1.0,509999.99999999994,pune,17.0,118.0,5.0,
maruti,wagon,manual,14.0,petrol,998.0,12000.0,1.0,245000.00000000003,mumbai,22.5,67.04,5.0,
skoda,superb,automatic,19.0,petrol,2771.0,13002.0,1.0,325000.0,kolkata,9.3,193.1,5.0,
honda,city,manual,10.0,diesel,1498.0,26000.0,1.0,550000.0,kolkata,26.0,98.6,5.0,
maruti,wagon,manual,10.0,cng,998.0,68365.0,1.0,377000.0,kochi,36.974,58.16,5.0,
mercedes-benz,m-class,automatic,8.0,diesel,2987.0,27833.0,1.0,4924000.0,coimbatore,0.0,165.0,5.0,
maruti,alto,manual,8.0,petrol,796.0,51639.0,1.0,304000.0,kochi,22.74,47.3,5.0,
hyundai,i20,manual,9.0,petrol,1197.0,21000.0,1.0,490000.00000000006,delhi,18.6,81.83,5.0,
ford,ecosport,manual,11.0,diesel,1498.0,90000.0,1.0,625000.0,bangalore,22.7,89.84,5.0,
bmw,3,automatic,9.0,diesel,1995.0,36255.0,1.0,3300000.0,hyderabad,19.59,184.0,5.0,
bmw,x5,automatic,13.0,diesel,2993.0,58000.0,2.0,2700000.0,chennai,11.7,245.0,5.0,
honda,amaze,manual,10.0,petrol,1198.0,48997.0,2.0,521000.0,coimbatore,18.0,86.7,5.0,
ford,ecosport,manual,10.0,petrol,1499.0,31130.0,1.0,575000.0,mumbai,15.85,110.4,5.0,
jaguar,xf,automatic,12.0,diesel,2993.0,75668.0,1.0,1657999.9999999998,coimbatore,14.74,270.9,5.0,
toyota,corolla,manual,9.0,petrol,1798.0,12000.0,1.0,1100000.0,delhi,14.53,138.0,5.0,
hyundai,i10,manual,10.0,petrol,1197.0,90000.0,2.0,280000.0,pune,20.36,78.9,5.0,
mercedes-benz,new,automatic,5.0,diesel,2148.0,17320.0,1.0,3799000.0,kochi,15.8,170.0,5.0,
skoda,laura,manual,13.0,diesel,1968.0,85000.0,2.0,365000.0,delhi,20.0,108.5,5.0,
ford,endeavour,manual,17.0,diesel,2499.0,130000.0,1.0,600000.0,hyderabad,13.1,141.0,7.0,
ford,figo,manual,11.0,petrol,1196.0,60328.0,1.0,454000.0,coimbatore,15.6,70.0,5.0,
honda,amaze,manual,9.0,petrol,1198.0,34327.0,1.0,540000.0,kochi,18.0,86.7,5.0,
tata,indica,manual,10.0,diesel,1405.0,75000.0,1.0,330000.0,mumbai,19.1,70.0,5.0,
volvo,xc60,automatic,12.0,diesel,1985.0,86000.0,2.0,1825000.0,hyderabad,14.7,163.0,5.0,
datsun,redi,manual,7.0,petrol,799.0,12000.0,1.0,310000.0,bangalore,22.7,53.0,5.0,
hyundai,eon,manual,11.0,petrol,814.0,57759.0,1.0,384000.0,kochi,21.1,55.2,5.0,
maruti,alto,manual,8.0,petrol,796.0,24300.0,1.0,244000.0,kolkata,22.74,47.3,5.0,
volkswagen,polo,manual,13.0,petrol,1198.0,66000.0,2.0,360000.0,bangalore,16.47,73.9,5.0,
hyundai,i10,manual,9.0,petrol,1197.0,75915.0,1.0,390000.0,mumbai,20.36,78.9,5.0,
nissan,sunny,manual,11.0,petrol,1498.0,107000.0,2.0,290000.0,chennai,16.95,97.7,5.0,
toyota,corolla,manual,16.0,petrol,1798.0,86000.0,2.0,350000.0,chennai,14.53,138.1,5.0,
hyundai,verna,manual,15.0,diesel,1493.0,160000.0,2.0,350000.0,chennai,18.1,110.0,5.0,
maruti,alto,manual,5.0,petrol,796.0,3000.0,1.0,350000.0,jaipur,24.7,47.3,5.0,
hyundai,i20,manual,9.0,diesel,1396.0,72495.0,1.0,700000.0,hyderabad,21.9,88.76,5.0,
hyundai,verna,automatic,8.0,diesel,1582.0,33000.0,1.0,869999.9999999999,chennai,19.08,126.2,5.0,
audi,q7,automatic,10.0,diesel,2967.0,60000.0,1.0,4500000.0,hyderabad,12.07,241.4,7.0,
tata,indica,manual,8.0,diesel,1396.0,80103.0,1.0,180000.0,hyderabad,25.0,69.0,5.0,
chevrolet,spark,manual,17.0,petrol,995.0,42100.0,1.0,99000.0,kolkata,18.0,62.0,5.0,
hyundai,grand,manual,6.0,petrol,1197.0,4500.0,1.0,480000.0,kolkata,18.9,81.86,5.0,
toyota,fortuner,manual,10.0,diesel,2982.0,97000.0,1.0,1795000.0,mumbai,12.55,169.0,7.0,
mahindra,e,automatic,8.0,electric,72.0,50000.0,1.0,1300000.0,chennai,18.9,41.0,5.0,
hyundai,grand,manual,7.0,petrol,1197.0,51223.0,1.0,566000.0,kochi,18.9,81.86,5.0,
honda,city,manual,15.0,petrol,1497.0,64000.0,1.0,310000.0,delhi,17.0,118.0,5.0,
hyundai,elite,manual,8.0,petrol,1197.0,56911.0,1.0,654000.0,kochi,18.6,81.86,5.0,
toyota,innova,manual,9.0,diesel,2494.0,147848.0,1.0,1320000.0,hyderabad,12.8,102.0,8.0,
ford,mustang,automatic,6.0,petrol,4951.0,21290.0,1.0,5680000.0,kochi,13.0,395.0,4.0,
toyota,innova,automatic,5.0,diesel,2755.0,14076.0,1.0,1939999.9999999998,kochi,11.36,171.5,7.0,
maruti,zen,manual,17.0,petrol,1061.0,75180.0,1.0,165000.0,ahmedabad,18.2,64.0,5.0,
maruti,swift,manual,11.0,diesel,1248.0,92000.0,2.0,434999.99999999994,jaipur,22.9,74.0,5.0,
fiat,avventura,manual,9.0,diesel,1248.0,57266.0,1.0,650000.0,hyderabad,20.5,91.72,5.0,
maruti,zen,manual,17.0,petrol,998.0,64000.0,1.0,111000.00000000001,delhi,18.2,67.1,5.0,
renault,duster,manual,11.0,diesel,1461.0,41000.0,1.0,550000.0,mumbai,19.87,83.8,5.0,
mitsubishi,pajero,manual,12.0,diesel,2835.0,45999.0,1.0,1100000.0,delhi,10.5,107.2,6.0,
maruti,celerio,automatic,9.0,petrol,998.0,50000.0,1.0,390000.0,pune,23.1,67.04,5.0,
tata,indica,manual,11.0,diesel,1405.0,70000.0,1.0,180000.0,pune,17.88,48.21,5.0,
hyundai,elite,manual,8.0,petrol,1197.0,37540.0,1.0,622000.0,kochi,18.6,81.86,5.0,
maruti,celerio,automatic,10.0,petrol,998.0,44000.0,1.0,430000.0,hyderabad,23.1,67.04,5.0,
hyundai,grand,manual,7.0,petrol,1197.0,22500.0,1.0,599000.0,hyderabad,18.9,81.86,5.0,
hyundai,i20,manual,7.0,petrol,1197.0,17431.0,1.0,600000.0,delhi,18.6,81.83,5.0,
hyundai,verna,manual,10.0,petrol,1591.0,61566.0,1.0,585000.0,delhi,17.1,121.3,5.0,
land,rover,automatic,10.0,diesel,2179.0,61730.0,1.0,1994000.0000000002,kochi,12.39,147.51,5.0,
maruti,swift,manual,15.0,petrol,1298.0,68000.0,1.0,290000.0,chennai,16.1,88.2,5.0,
honda,amaze,manual,10.0,petrol,1198.0,29000.0,1.0,425000.0,mumbai,18.0,86.7,5.0,
toyota,corolla,manual,14.0,diesel,1364.0,156210.0,1.0,599000.0,hyderabad,21.43,87.2,5.0,
honda,amaze,manual,11.0,diesel,1498.0,46500.0,1.0,330000.0,kolkata,27.4,98.6,5.0,
audi,a6,automatic,15.0,diesel,2967.0,52830.0,2.0,808000.0,coimbatore,16.77,241.38,5.0,
maruti,wagon,manual,7.0,petrol,998.0,39867.0,1.0,450000.0,jaipur,22.5,67.04,5.0,
honda,mobilio,manual,10.0,diesel,1498.0,58972.0,1.0,650000.0,hyderabad,24.2,98.6,7.0,
honda,cr-v,automatic,18.0,petrol,2354.0,66000.0,2.0,390000.0,bangalore,10.1,152.0,5.0,
hyundai,verna,manual,11.0,petrol,1591.0,52000.0,1.0,525000.0,delhi,17.1,121.3,5.0,
hyundai,santa,automatic,10.0,diesel,2199.0,58000.0,1.0,1700000.0,bangalore,11.72,194.3,7.0,
hyundai,i10,automatic,12.0,petrol,1197.0,58000.0,1.0,350000.0,ahmedabad,16.95,78.9,5.0,
ford,fusion,manual,16.0,diesel,1399.0,75000.0,2.0,300000.0,hyderabad,17.7,68.0,5.0,
hyundai,i10,manual,9.0,petrol,1197.0,41008.0,2.0,487000.0,coimbatore,20.36,78.9,5.0,
hyundai,xcent,manual,10.0,diesel,1120.0,65000.0,1.0,600000.0,jaipur,24.4,71.0,5.0,
skoda,superb,automatic,9.0,diesel,1968.0,19000.0,1.0,1550000.0,mumbai,18.19,174.5,5.0,
ford,fiesta,manual,16.0,petrol,1388.0,74000.0,2.0,160000.0,pune,16.6,68.0,5.0,
maruti,baleno,automatic,7.0,petrol,1197.0,33000.0,1.0,725000.0,pune,21.4,83.1,5.0,
skoda,laura,manual,14.0,diesel,1896.0,95000.0,2.0,325000.0,mumbai,17.0,105.0,5.0,
volkswagen,vento,manual,12.0,diesel,1498.0,34000.0,1.0,340000.0,kolkata,20.64,108.5,5.0,
audi,q7,automatic,10.0,diesel,2967.0,102865.0,1.0,3050000.0,coimbatore,12.07,241.4,7.0,
hyundai,verna,manual,8.0,petrol,1591.0,52378.0,1.0,797000.0,kochi,17.0,121.3,5.0,
mercedes-benz,new,automatic,12.0,diesel,2143.0,38000.0,1.0,1351000.0,delhi,14.84,170.0,5.0,
honda,amaze,manual,9.0,diesel,1498.0,60334.0,1.0,543000.0,kochi,25.8,98.6,5.0,
ford,fiesta,manual,14.0,petrol,1388.0,107000.0,1.0,260000.0,chennai,16.6,68.0,5.0,
hyundai,i20,manual,11.0,petrol,1197.0,445000.0,1.0,445000.0,bangalore,18.5,82.9,5.0,
maruti,alto,manual,7.0,petrol,796.0,2196.0,1.0,275000.0,kolkata,22.74,47.3,5.0,
bmw,5,automatic,14.0,petrol,2996.0,24000.0,1.0,875000.0,kolkata,10.6,258.0,5.0,
fiat,grande,manual,9.0,petrol,1368.0,44846.0,2.0,541000.0,coimbatore,14.6,88.7,5.0,
maruti,dzire,automatic,6.0,diesel,1248.0,64035.0,1.0,855000.0000000001,kochi,28.4,73.75,5.0,
mahindra,xuv500,manual,10.0,diesel,2179.0,45600.0,1.0,825000.0,mumbai,15.1,140.0,7.0,
volvo,xc90,automatic,10.0,diesel,2400.0,102001.0,1.0,2358000.0,kochi,11.1,200.0,7.0,
hyundai,i10,manual,10.0,petrol,1197.0,47439.0,1.0,449000.0,coimbatore,20.36,78.9,5.0,
toyota,fortuner,manual,14.0,diesel,2982.0,193254.0,1.0,1299000.0,hyderabad,11.5,171.0,7.0,
tata,nano,automatic,8.0,petrol,624.0,29000.0,1.0,280000.0,bangalore,21.9,37.48,4.0,
